epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
3,4351,0.9734770059585571,0.0795663520693779,,,,
4,4399,,,0.030847523361444473,,,
4,4449,,,0.01106871198862791,,,
4,4499,,,0.08867605775594711,,,
4,4549,,,0.15826557576656342,,,
4,4599,,,0.08271025121212006,,,
4,4649,,,0.0342387929558754,,,
4,4699,,,0.012951366603374481,,,
4,4749,,,0.08869411796331406,,,
4,4799,,,0.06835052371025085,,,
4,4849,,,0.026263242587447166,,,
4,4899,,,0.09472997486591339,,,
4,4949,,,0.06725212931632996,,,
4,4999,,,0.07895134389400482,,,
4,5049,,,0.11564324796199799,,,
4,5099,,,0.02608700841665268,,,
4,5149,,,0.03812004253268242,,,
4,5199,,,0.1476888358592987,,,
4,5249,,,0.019830401986837387,,,
4,5299,,,0.17848347127437592,,,
4,5349,,,0.09335972368717194,,,
4,5399,,,0.05409969761967659,,,
4,5439,,,,0.9968965649604797,0.9968945980072021,0.010247482918202877
4,5439,0.9802730083465576,0.058593302965164185,,,,
5,5449,,,0.11698190122842789,,,
5,5499,,,0.025045432150363922,,,
5,5549,,,0.0050404807552695274,,,
5,5599,,,0.02505606785416603,,,
5,5649,,,0.01410579588264227,,,
5,5699,,,0.007874217815697193,,,
5,5749,,,0.17321117222309113,,,
5,5799,,,0.07513735443353653,,,
5,5849,,,0.039699405431747437,,,
5,5899,,,0.04675103351473808,,,
5,5949,,,0.08222370594739914,,,
5,5999,,,0.014995835721492767,,,
5,6049,,,0.08881109952926636,,,
5,6099,,,0.019841110333800316,,,
5,6149,,,0.12666431069374084,,,
5,6199,,,0.007346048019826412,,,
5,6249,,,0.2633804976940155,,,
5,6299,,,0.01469472423195839,,,
5,6349,,,0.002311261370778084,,,
5,6399,,,0.029198618605732918,,,
5,6449,,,0.05533510446548462,,,
5,6499,,,0.110325887799263,,,
5,6527,,,,0.9963218569755554,0.9963207244873047,0.011338353157043457
5,6527,0.9831609129905701,0.05194314196705818,,,,
6,6549,,,0.0043950267136096954,,,
6,6599,,,0.034292206168174744,,,
6,6649,,,0.005983051378279924,,,
6,6699,,,0.011458832770586014,,,
6,6749,,,0.0940503254532814,,,
6,6799,,,0.06964856386184692,,,
6,6849,,,0.09035331755876541,,,
6,6899,,,0.028048144653439522,,,
6,6949,,,0.08270452916622162,,,
6,6999,,,0.0194977056235075,,,
6,7049,,,0.09504254907369614,,,
6,7099,,,0.006910620257258415,,,
6,7149,,,0.07149806618690491,,,
6,7199,,,0.0751119926571846,,,
6,7249,,,0.00836787186563015,,,
6,7299,,,0.007689629215747118,,,
6,7349,,,0.0013594459742307663,,,
6,7399,,,0.023862503468990326,,,
6,7449,,,0.00819169171154499,,,
6,7499,,,0.01076924242079258,,,
6,7549,,,0.011452914215624332,,,
6,7599,,,0.0002677688607946038,,,
6,7615,,,,0.9973562955856323,0.9973565936088562,0.008418314158916473
6,7615,0.9855890870094299,0.04474985599517822,,,,
7,7649,,,0.007329277694225311,,,
7,7699,,,0.031904906034469604,,,
7,7749,,,0.04021114110946655,,,
7,7799,,,0.029278777539730072,,,
7,7849,,,0.06621537357568741,,,
7,7899,,,0.08464150130748749,,,
7,7949,,,0.027421314269304276,,,
7,7999,,,0.009163233451545238,,,
7,8049,,,0.006077929399907589,,,
7,8099,,,0.020208194851875305,,,
7,8149,,,0.004046529997140169,,,
7,8199,,,0.0297823715955019,,,
7,8249,,,0.01855933666229248,,,
7,8299,,,0.02034820057451725,,,
7,8349,,,0.002877388149499893,,,
7,8399,,,0.2613343298435211,,,
7,8449,,,0.1968209445476532,,,
7,8499,,,0.019782625138759613,,,
7,8549,,,0.028995918110013008,,,
7,8599,,,0.009387635625898838,,,
7,8649,,,0.16910472512245178,,,
7,8699,,,0.048725880682468414,,,
7,8703,,,,0.9962068796157837,0.9962113499641418,0.010183727368712425
7,8703,0.9873132109642029,0.03995277360081673,,,,
8,8749,,,0.003089016070589423,,,
8,8799,,,0.05315388739109039,,,
8,8849,,,0.05862606316804886,,,
8,8899,,,0.008298302069306374,,,
8,8949,,,0.0043492564000189304,,,
8,8999,,,0.1149534061551094,,,
8,9049,,,0.006126267369836569,,,
8,9099,,,0.006102500017732382,,,
8,9149,,,0.01768535003066063,,,
8,9199,,,0.002728494815528393,,,
8,9249,,,0.012271560728549957,,,
8,9299,,,0.03159118443727493,,,
8,9349,,,0.010238214395940304,,,
8,9399,,,0.06629689037799835,,,
8,9449,,,0.06666010618209839,,,
8,9499,,,0.0006194199668243527,,,
8,9549,,,0.016486331820487976,,,
8,9599,,,0.00933702103793621,,,
8,9649,,,0.02278575301170349,,,
8,9699,,,0.11540812253952026,,,
8,9749,,,0.00844083447009325,,,
8,9791,,,,0.9979310631752014,0.9979305863380432,0.007815664634108543
8,9791,0.9885919690132141,0.03780282288789749,,,,
9,9799,,,0.08766675740480423,,,
9,9849,,,0.005896003916859627,,,
9,9899,,,0.030869822949171066,,,
9,9949,,,0.01941928267478943,,,
9,9999,,,0.06278114020824432,,,
9,10049,,,0.0020352168940007687,,,
9,10099,,,0.034596916288137436,,,
9,10149,,,0.012368172407150269,,,
9,10199,,,0.012578091584146023,,,
9,10249,,,0.10003895312547684,,,
9,10299,,,0.0064478348940610886,,,
9,10349,,,0.05617675930261612,,,
9,10399,,,0.02416840009391308,,,
9,10449,,,0.027694430202245712,,,
9,10499,,,0.024691546335816383,,,
9,10549,,,0.010408922098577023,,,
9,10599,,,0.004485773853957653,,,
9,10649,,,0.030266612768173218,,,
9,10699,,,0.08052714169025421,,,
9,10749,,,0.0008698635501787066,,,
9,10799,,,0.010937139391899109,,,
9,10849,,,0.0076677375473082066,,,
9,10879,,,,0.996781587600708,0.9967830181121826,0.011143533512949944
9,10879,0.990431010723114,0.029998263344168663,,,,
